task_type,estimated_duration,deadline_pressure,time_of_day,energy_level,mood_level,task_familiarity,reward_clarity,consequence_severity,previous_delay_count,environment_noise,device_distraction,social_obligation,friction_score,friction_level
household,18,low,night,5,1,new,clear,10,0,medium,low,college,38.05,medium
academic,34,low,evening,6,10,repeated,moderate,5,7,medium,high,individual,55.92,medium
household,43,high,evening,10,3,new,moderate,1,3,low,low,college,14.06,low
finance,61,low,morning,6,7,repeated,unclear,9,5,high,medium,work,52.82,medium
personal_admin,9,low,night,2,4,new,clear,6,1,high,medium,individual,34.39,low
household,16,medium,afternoon,1,1,repeated,moderate,9,0,medium,high,individual,42.26,medium
household,39,medium,evening,4,3,repeated,clear,4,6,low,high,family,45.61,medium
academic,45,medium,evening,4,5,repeated,moderate,10,6,low,low,family,53.79,medium
finance,67,low,morning,9,7,repeated,clear,7,6,medium,high,individual,19.28,low
personal_admin,46,high,afternoon,1,1,repeated,moderate,7,7,medium,low,individual,74.97,high
communication,69,medium,afternoon,10,6,repeated,moderate,6,0,low,high,work,21.74,low
communication,114,medium,morning,1,5,new,clear,1,2,low,high,individual,40.99,medium
communication,69,high,morning,8,9,new,unclear,9,7,medium,medium,family,67.39,high
academic,110,low,morning,5,8,new,moderate,4,6,medium,high,work,49.74,medium
finance,47,medium,evening,9,7,new,moderate,1,7,low,medium,individual,43.75,medium
communication,64,high,evening,6,4,repeated,clear,6,4,low,low,individual,29.87,low
finance,24,low,afternoon,10,9,new,moderate,5,2,medium,medium,work,5.94,low
personal_admin,102,medium,evening,3,3,repeated,moderate,7,3,low,low,individual,38.69,medium
health,102,high,afternoon,1,3,repeated,moderate,2,4,low,high,family,61.34,medium
health,67,medium,evening,10,10,repeated,clear,6,2,medium,medium,family,15.0,low
personal_admin,28,low,evening,6,4,new,unclear,4,3,medium,low,individual,47.95,medium
personal_admin,96,medium,night,3,7,repeated,moderate,1,2,high,high,individual,48.05,medium
communication,79,medium,evening,4,9,repeated,moderate,5,7,medium,medium,family,54.66,medium
academic,76,medium,morning,3,7,new,moderate,2,7,high,medium,individual,64.58,medium
communication,39,medium,evening,7,5,repeated,moderate,6,1,medium,medium,college,34.0,low
health,45,low,morning,9,7,new,clear,7,7,high,medium,college,36.58,medium
academic,20,low,evening,5,1,new,moderate,6,5,medium,low,individual,52.69,medium
academic,84,medium,night,6,7,new,moderate,6,0,high,medium,individual,62.61,medium
academic,110,medium,afternoon,5,1,repeated,clear,3,6,low,low,college,48.6,medium
finance,10,medium,morning,3,4,new,clear,2,3,medium,high,individual,37.29,medium
communication,24,high,morning,3,3,repeated,clear,5,6,medium,low,work,45.51,medium
household,60,low,morning,4,2,repeated,moderate,3,6,medium,medium,individual,38.38,medium
academic,120,low,afternoon,5,8,repeated,clear,4,1,medium,medium,family,23.36,low
finance,120,medium,evening,7,1,new,clear,9,1,low,medium,work,51.58,medium
household,79,high,night,9,5,new,clear,5,1,low,low,college,10.93,low
household,12,high,evening,5,1,repeated,unclear,4,2,medium,low,individual,54.14,medium
finance,88,medium,morning,2,7,repeated,unclear,10,7,low,medium,individual,64.21,medium
communication,100,medium,night,9,3,repeated,moderate,8,6,low,medium,individual,68.61,high
household,101,medium,evening,5,6,repeated,clear,8,0,high,high,individual,43.92,medium
communication,10,medium,afternoon,6,7,new,unclear,10,5,medium,high,college,69.83,high
household,96,low,evening,9,10,repeated,moderate,6,5,low,low,family,5.97,low
health,12,low,evening,4,1,repeated,clear,1,5,low,low,family,5.95,low
academic,66,low,evening,3,10,repeated,moderate,8,7,medium,high,individual,50.19,medium
academic,18,medium,night,4,7,repeated,moderate,2,1,low,low,individual,24.92,low
health,7,low,evening,8,8,new,moderate,7,6,high,medium,individual,50.15,medium
finance,6,medium,afternoon,7,1,repeated,moderate,8,1,medium,low,family,46.34,medium
academic,26,low,morning,7,10,repeated,unclear,8,5,medium,low,individual,25.02,low
academic,101,low,morning,1,3,repeated,moderate,4,7,low,high,work,64.42,medium
health,111,low,afternoon,2,8,repeated,unclear,8,0,low,low,individual,27.13,low
health,89,low,afternoon,3,6,repeated,unclear,5,2,medium,low,work,35.81,medium
household,74,low,afternoon,1,2,new,clear,6,5,low,medium,individual,46.86,medium
finance,108,low,morning,9,2,repeated,moderate,8,5,low,medium,college,46.65,medium
academic,75,high,morning,9,6,new,moderate,8,2,low,low,individual,36.8,medium
communication,10,high,evening,5,7,repeated,moderate,5,4,high,medium,family,52.28,medium
academic,54,high,evening,4,3,repeated,clear,10,4,medium,medium,family,65.65,high
household,48,low,afternoon,3,7,new,unclear,9,4,medium,medium,individual,47.95,medium
academic,12,medium,afternoon,9,8,repeated,unclear,6,5,medium,medium,work,40.56,medium
communication,28,low,night,2,4,repeated,moderate,2,3,medium,medium,college,46.58,medium
household,31,low,morning,8,2,repeated,clear,1,6,medium,low,individual,-17.89,low
household,57,high,afternoon,7,5,repeated,moderate,6,6,high,low,family,50.83,medium
academic,55,medium,evening,2,5,repeated,moderate,2,6,low,low,college,47.17,medium
household,32,low,evening,3,10,repeated,clear,1,7,medium,high,college,8.69,low
health,63,medium,morning,2,9,new,moderate,10,1,medium,medium,college,32.87,low
household,73,low,morning,3,1,repeated,unclear,9,1,medium,low,work,29.21,low
finance,87,low,morning,4,2,new,moderate,6,3,medium,medium,individual,44.04,medium
household,77,medium,evening,5,5,repeated,moderate,9,5,high,low,individual,51.3,medium
household,29,low,evening,2,10,new,clear,10,7,medium,low,work,39.24,medium
communication,48,medium,morning,7,7,repeated,unclear,7,1,low,medium,individual,21.38,low
personal_admin,51,low,morning,4,4,repeated,moderate,5,3,low,high,individual,23.84,low
academic,113,low,evening,1,8,new,unclear,7,4,high,medium,college,76.56,high
academic,17,high,afternoon,4,7,repeated,unclear,10,2,high,low,individual,52.49,medium
communication,57,low,night,9,4,repeated,moderate,10,0,medium,medium,individual,47.2,medium
personal_admin,57,medium,afternoon,5,1,repeated,moderate,1,5,low,medium,college,37.38,medium
personal_admin,41,low,afternoon,2,10,repeated,moderate,6,7,low,high,college,44.82,medium
communication,67,low,afternoon,6,6,repeated,clear,9,5,low,low,college,4.84,low
communication,70,low,evening,7,1,repeated,moderate,9,7,low,low,individual,58.62,medium
communication,119,medium,evening,2,7,repeated,unclear,3,1,high,high,work,82.82,high
communication,44,low,night,10,3,repeated,unclear,5,4,low,low,family,7.39,low
communication,82,low,afternoon,2,7,repeated,clear,8,0,high,low,individual,41.73,medium
personal_admin,65,high,evening,10,6,repeated,moderate,1,2,medium,low,college,21.5,low
finance,99,medium,morning,3,10,new,unclear,4,2,high,medium,individual,38.45,medium
communication,10,medium,evening,10,5,repeated,unclear,5,3,medium,low,individual,21.12,low
communication,29,low,morning,4,7,repeated,unclear,2,6,medium,high,work,31.69,low
communication,107,high,morning,5,5,new,unclear,10,5,medium,low,individual,64.77,medium
communication,50,low,night,3,10,repeated,unclear,3,3,high,medium,individual,29.29,low
communication,35,low,evening,4,2,repeated,unclear,4,1,medium,medium,work,30.8,low
academic,106,low,night,7,9,new,unclear,7,2,low,medium,college,47.29,medium
academic,84,high,morning,6,1,new,clear,5,7,medium,low,individual,58.73,medium
communication,67,low,afternoon,2,10,new,unclear,8,2,high,high,college,65.56,high
health,95,medium,night,7,6,repeated,unclear,4,1,low,high,individual,57.02,medium
household,98,medium,afternoon,2,10,repeated,unclear,7,0,low,medium,family,31.16,low
communication,72,high,afternoon,3,10,new,moderate,10,5,low,low,college,48.25,medium
household,43,medium,afternoon,1,8,new,unclear,10,4,medium,high,individual,75.49,high
academic,84,low,afternoon,6,9,new,unclear,2,4,low,low,family,26.77,low
personal_admin,40,high,night,10,7,repeated,unclear,4,5,high,low,individual,61.14,medium
personal_admin,11,low,afternoon,4,6,new,clear,2,4,high,high,college,40.62,medium
academic,89,high,night,9,1,repeated,moderate,8,1,high,low,work,50.11,medium
finance,70,low,night,4,10,new,clear,7,0,medium,medium,individual,28.36,low
household,59,high,afternoon,10,3,repeated,moderate,9,1,low,medium,individual,15.57,low
personal_admin,76,low,night,6,9,repeated,moderate,6,0,high,high,family,41.97,medium
household,46,low,evening,8,9,new,moderate,9,5,high,low,college,36.61,medium
academic,31,low,night,5,3,new,clear,6,7,medium,medium,individual,43.94,medium
communication,6,low,night,3,8,new,moderate,5,3,medium,medium,individual,27.32,low
health,74,medium,morning,9,3,new,moderate,5,3,medium,medium,college,32.01,low
academic,8,medium,night,3,6,repeated,unclear,5,3,medium,high,individual,44.57,medium
finance,25,high,afternoon,9,3,repeated,moderate,6,6,high,medium,individual,52.94,medium
academic,5,low,evening,2,6,repeated,moderate,4,6,low,high,individual,63.39,medium
personal_admin,42,low,afternoon,8,4,new,moderate,8,4,medium,medium,individual,45.6,medium
academic,64,high,evening,6,6,repeated,clear,6,6,medium,medium,family,51.51,medium
personal_admin,80,medium,morning,9,9,new,moderate,6,4,medium,low,work,31.64,low
communication,95,medium,afternoon,5,3,new,clear,5,0,high,low,work,38.34,medium
household,18,medium,evening,4,6,repeated,clear,10,6,high,high,work,60.9,medium
personal_admin,83,low,morning,2,3,new,unclear,4,7,medium,low,college,53.85,medium
personal_admin,92,low,evening,1,10,new,moderate,8,4,high,medium,work,77.85,high
finance,86,low,evening,4,10,new,moderate,4,7,low,low,individual,47.75,medium
academic,21,medium,morning,8,5,new,moderate,5,0,low,high,individual,24.59,low
communication,77,medium,evening,10,6,new,moderate,7,4,high,medium,individual,49.03,medium
communication,51,low,evening,9,9,repeated,clear,5,2,medium,low,work,-10.8,low
communication,86,high,evening,1,5,new,moderate,7,7,medium,medium,family,97.68,high
communication,60,high,evening,2,4,repeated,unclear,6,2,high,medium,individual,51.5,medium
academic,57,medium,afternoon,3,3,repeated,moderate,6,4,low,medium,individual,45.2,medium
finance,22,low,afternoon,8,7,repeated,clear,2,2,medium,high,work,19.76,low
finance,73,low,night,9,7,repeated,clear,8,2,low,high,individual,25.14,low
academic,52,medium,afternoon,3,10,new,unclear,3,7,high,low,family,68.08,high
communication,13,low,afternoon,4,3,repeated,moderate,1,5,low,high,individual,31.1,low
communication,58,medium,night,8,2,new,clear,6,1,high,high,individual,59.12,medium
finance,39,low,morning,3,1,repeated,moderate,2,1,medium,low,family,15.17,low
academic,112,medium,morning,6,10,repeated,moderate,2,0,high,high,individual,13.56,low
communication,50,low,night,1,6,new,clear,10,7,low,medium,work,72.73,high
household,5,low,evening,7,5,repeated,unclear,3,6,high,high,college,41.24,medium
communication,45,medium,afternoon,5,7,new,unclear,2,7,low,low,individual,58.46,medium
health,77,medium,morning,4,3,repeated,clear,2,7,low,high,college,44.09,medium
finance,36,medium,afternoon,8,4,repeated,moderate,10,5,low,low,individual,45.25,medium
academic,88,low,afternoon,8,1,repeated,clear,4,2,high,medium,individual,19.92,low
communication,81,high,afternoon,7,3,new,clear,3,4,high,medium,work,48.63,medium
personal_admin,44,low,afternoon,1,2,repeated,clear,3,0,high,low,individual,23.96,low
academic,15,high,afternoon,10,6,repeated,moderate,8,2,medium,low,work,16.5,low
personal_admin,66,high,night,6,7,new,unclear,6,2,low,low,individual,47.28,medium
finance,50,low,night,3,2,repeated,moderate,9,1,medium,low,individual,43.97,medium
health,52,medium,morning,8,7,new,moderate,7,3,medium,low,family,21.94,low
household,47,low,morning,10,3,repeated,clear,2,0,medium,high,individual,10.38,low
household,55,medium,night,3,6,repeated,moderate,1,4,medium,low,family,40.56,medium
personal_admin,65,high,afternoon,8,8,new,unclear,10,5,medium,high,individual,70.15,high
household,46,medium,evening,5,2,repeated,clear,6,3,low,low,individual,22.1,low
academic,30,low,evening,5,9,repeated,moderate,9,2,medium,high,college,37.04,medium
communication,108,low,afternoon,8,8,new,moderate,5,5,low,medium,family,46.23,medium
academic,15,low,morning,3,1,repeated,unclear,4,4,low,medium,family,40.88,medium
health,29,medium,evening,4,10,repeated,moderate,7,1,low,medium,individual,24.06,low
communication,44,high,evening,1,1,repeated,unclear,5,6,high,low,family,74.57,high
personal_admin,29,medium,morning,9,10,repeated,moderate,7,3,medium,medium,work,-1.31,low
health,88,medium,night,3,4,repeated,moderate,3,4,high,medium,college,63.25,medium
academic,110,low,night,8,8,new,moderate,2,2,high,high,individual,39.99,medium
household,117,medium,afternoon,1,8,new,unclear,8,5,high,medium,individual,71.14,high
health,79,low,morning,1,7,repeated,unclear,5,7,medium,low,family,39.66,medium
household,112,high,afternoon,6,7,new,moderate,1,7,medium,medium,individual,69.49,high
personal_admin,78,low,night,6,3,repeated,unclear,10,0,medium,medium,work,40.19,medium
finance,56,medium,afternoon,7,2,new,clear,10,0,medium,medium,family,38.24,medium
academic,117,medium,afternoon,1,4,repeated,clear,9,7,high,low,individual,60.13,medium
personal_admin,7,medium,morning,3,4,repeated,unclear,2,3,low,high,individual,53.07,medium
academic,43,low,afternoon,4,7,repeated,moderate,3,0,medium,medium,individual,23.12,low
academic,95,medium,night,9,10,repeated,moderate,1,7,medium,low,individual,43.83,medium
finance,39,medium,night,8,1,repeated,unclear,10,6,medium,low,individual,64.57,medium
personal_admin,117,high,afternoon,4,3,repeated,clear,9,4,low,high,individual,57.78,medium
communication,44,medium,evening,10,9,repeated,clear,10,6,low,medium,college,36.3,medium
household,99,low,afternoon,7,2,repeated,clear,8,7,medium,low,individual,29.02,low
household,89,low,evening,9,4,repeated,unclear,5,2,high,medium,family,25.63,low
household,26,medium,night,10,2,new,unclear,5,3,high,low,family,50.28,medium
household,66,high,afternoon,10,7,repeated,unclear,6,5,low,medium,work,26.24,low
academic,23,medium,evening,8,1,repeated,moderate,4,7,low,low,work,45.12,medium
communication,18,low,evening,5,5,new,moderate,5,4,low,medium,individual,37.42,medium
personal_admin,105,high,evening,9,9,repeated,moderate,6,5,medium,medium,individual,53.83,medium
household,119,low,morning,5,9,repeated,clear,5,0,high,low,individual,7.04,low
academic,113,low,night,3,4,repeated,moderate,8,0,medium,medium,college,51.15,medium
health,54,low,evening,6,3,repeated,moderate,3,0,low,low,college,11.5,low
finance,66,medium,morning,3,4,repeated,unclear,7,5,low,medium,college,45.17,medium
personal_admin,91,high,evening,2,4,new,clear,4,0,medium,high,individual,70.38,high
academic,94,low,evening,7,10,repeated,moderate,3,0,high,medium,work,25.35,low
academic,47,medium,evening,3,7,repeated,unclear,4,3,medium,high,individual,59.6,medium
communication,59,medium,morning,5,1,repeated,unclear,9,3,medium,medium,college,45.26,medium
communication,112,low,evening,9,8,repeated,moderate,5,5,low,medium,family,18.04,low
communication,44,low,morning,4,6,new,unclear,2,4,medium,low,family,30.46,low
communication,16,low,afternoon,9,2,repeated,unclear,1,0,high,low,individual,2.77,low
academic,69,low,afternoon,6,7,new,moderate,2,2,medium,medium,college,39.27,medium
communication,118,medium,morning,3,9,repeated,moderate,9,5,medium,low,college,50.3,medium
finance,38,low,afternoon,1,7,repeated,unclear,1,7,low,medium,work,42.59,medium
household,112,low,evening,8,3,repeated,moderate,7,4,low,low,work,20.12,low
finance,87,low,evening,10,1,repeated,clear,5,3,medium,medium,individual,16.27,low
communication,27,medium,afternoon,4,10,repeated,clear,3,3,high,high,family,29.23,low
household,75,low,afternoon,6,4,new,clear,2,2,medium,high,college,43.07,medium
household,11,high,evening,2,8,new,clear,7,3,medium,low,individual,35.3,medium
household,69,medium,morning,4,4,repeated,clear,8,3,medium,high,individual,34.78,low
academic,22,medium,evening,8,10,repeated,moderate,7,7,medium,low,work,34.64,low
finance,12,low,afternoon,2,6,new,clear,7,5,low,medium,individual,38.3,medium
health,93,low,night,6,1,new,clear,3,1,medium,medium,college,29.29,low
household,46,low,evening,2,6,repeated,moderate,9,0,low,medium,individual,26.9,low
academic,97,high,morning,8,1,repeated,unclear,5,7,medium,high,work,59.98,medium
personal_admin,91,low,morning,3,1,repeated,moderate,3,6,medium,high,work,52.94,medium
household,97,low,morning,9,3,new,clear,3,0,medium,low,college,7.2,low
